Time	P	T	E	Qls	Qmm
2004-01-02 06:00:00	0.0000		0.0000	5045.0000	0.0197
2004-01-02 07:00:00	0.0000		0.0100	5033.0000	0.0197
2004-01-02 08:00:00	0.0000		0.0200	5022.0000	0.0197
2004-01-02 09:00:00	0.1300		0.0300	4963.0000	0.0194
2004-01-02 10:00:00	0.1600		0.0400	4490.0000	0.0176
2004-01-02 11:00:00	0.2000		0.0400	4606.0000	0.0180
2004-01-02 12:00:00	0.3000		0.0500	5075.0000	0.0199
2004-01-02 13:00:00	0.3700		0.0500	5105.0000	0.0200
2004-01-02 14:00:00	0.1500		0.0400	5109.0000	0.0200
2004-01-02 15:00:00	0.0400		0.0400	5113.0000	0.0200
2004-01-02 16:00:00	0.8500		0.0300	5118.0000	0.0200
2004-01-02 17:00:00	1.1400		0.0200	5002.0000	0.0196
2004-01-02 18:00:00	0.9000		0.0100	5075.0000	0.0199
2004-01-02 19:00:00	1.5600		0.0000	5292.0000	0.0207
2004-01-02 20:00:00	2.3200		0.0000	5393.0000	0.0211
2004-01-02 21:00:00	1.5900		0.0000	5495.0000	0.0215
2004-01-02 22:00:00	1.7400		0.0000	5596.0000	0.0219
2004-01-02 23:00:00	2.2300		0.0000	5725.0000	0.0224
2004-01-03 00:00:00	2.7900		0.0000	5818.0000	0.0228
2004-01-03 01:00:00	2.5400		0.0000	5883.0000	0.0230
2004-01-03 02:00:00	1.7700		0.0000	5947.0000	0.0233
2004-01-03 03:00:00	1.4200		0.0000	6011.0000	0.0235
2004-01-03 04:00:00	1.2800		0.0000	6076.0000	0.0238
2004-01-03 05:00:00	1.1000		0.0000	6140.0000	0.0240
2004-01-03 06:00:00	1.2200		0.0000	6204.0000	0.0243
2004-01-03 07:00:00	1.5900		0.0100	6278.0000	0.0246
2004-01-03 08:00:00	2.3000		0.0200	6919.0000	0.0271
2004-01-03 09:00:00	2.6200		0.0300	8466.0000	0.0331
2004-01-03 10:00:00	2.6100		0.0400	9334.0000	0.0365
2004-01-03 11:00:00	2.3500		0.0400	10822.0000	0.0423
2004-01-03 12:00:00	2.5300		0.0500	13026.0000	0.0510
2004-01-03 13:00:00	4.4500		0.0500	15230.0000	0.0596
2004-01-03 14:00:00	3.3600		0.0400	18612.0000	0.0728
2004-01-03 15:00:00	4.4900		0.0400	21838.0000	0.0855
2004-01-03 16:00:00	7.1500		0.0300	26094.0000	0.1021
2004-01-03 17:00:00	5.8400		0.0200	32474.0000	0.1271
2004-01-03 18:00:00	4.8900		0.0100	45285.0000	0.1772
2004-01-03 19:00:00	4.9300		0.0000	72846.0000	0.2850
2004-01-03 20:00:00	6.1400		0.0000	110981.0000	0.4343
2004-01-03 21:00:00	5.3900		0.0000	149600.0000	0.5854
2004-01-03 22:00:00	5.4000		0.0000	186489.0000	0.7297
2004-01-03 23:00:00	5.3600		0.0000	215829.0000	0.8445
2004-01-04 00:00:00	6.0100		0.0000	244286.0000	0.9559
2004-01-04 01:00:00	6.5100		0.0000	273393.0000	1.0698
2004-01-04 02:00:00	5.9000		0.0000	303359.0000	1.1871
2004-01-04 03:00:00	4.8100		0.0000	328000.0000	1.2835
2004-01-04 04:00:00	2.8900		0.0000	352000.0000	1.3774
2004-01-04 05:00:00	1.7500		0.0000	372625.0000	1.4581
2004-01-04 06:00:00	3.6300		0.0000	384974.0000	1.5064
2004-01-04 07:00:00	2.9700		0.0200	396401.0000	1.5511
2004-01-04 08:00:00	2.8900		0.0300	414453.0000	1.6218
2004-01-04 09:00:00	2.8700		0.0400	408972.0000	1.6003
2004-01-04 10:00:00	2.4400		0.0500	403306.0000	1.5782
2004-01-04 11:00:00	1.8200		0.0600	394340.0000	1.5431
2004-01-04 12:00:00	1.1600		0.0600	380848.0000	1.4903
2004-01-04 13:00:00	0.9400		0.0600	367329.0000	1.4374
2004-01-04 14:00:00	0.6900		0.0600	353810.0000	1.3845
2004-01-04 15:00:00	0.9300		0.0500	340291.0000	1.3316
2004-01-04 16:00:00	0.7200		0.0400	326772.0000	1.2787
2004-01-04 17:00:00	0.6300		0.0300	313142.0000	1.2253
2004-01-04 18:00:00	0.7800		0.0200	298059.0000	1.1663
2004-01-04 19:00:00	1.0100		0.0000	282916.0000	1.1071
2004-01-04 20:00:00	0.9900		0.0000	268304.0000	1.0499
2004-01-04 21:00:00	0.4100		0.0000	256920.0000	1.0053
2004-01-04 22:00:00	0.3100		0.0000	248760.0000	0.9734
2004-01-04 23:00:00	0.2000		0.0000	239827.0000	0.9385
2004-01-05 00:00:00	0.1300		0.0000	229696.0000	0.8988
2004-01-05 01:00:00	0.0100		0.0000	218379.0000	0.8545
2004-01-05 02:00:00	0.0000		0.0000	206793.0000	0.8092
2004-01-05 03:00:00	0.1500		0.0000	197644.0000	0.7734
2004-01-05 04:00:00	0.1800		0.0000	190932.0000	0.7471
2004-01-05 05:00:00	0.1000		0.0000	184220.0000	0.7209
2004-01-05 06:00:00	0.2600		0.0000	177508.0000	0.6946
2004-01-05 07:00:00	0.2400		0.0200	170799.0000	0.6683
2004-01-05 08:00:00	0.2100		0.0300	164419.0000	0.6434
2004-01-05 09:00:00	0.3200		0.0400	158279.0000	0.6194
2004-01-05 10:00:00	0.4400		0.0500	152140.0000	0.5953
2004-01-05 11:00:00	0.3400		0.0600	146251.0000	0.5723
2004-01-05 12:00:00	0.2000		0.0600	141867.0000	0.5551
2004-01-05 13:00:00	0.2400		0.0600	137733.0000	0.5390
2004-01-05 14:00:00	0.1900		0.0600	133600.0000	0.5228
2004-01-05 15:00:00	0.1900		0.0500	129467.0000	0.5066
2004-01-05 16:00:00	0.6300		0.0400	125333.0000	0.4904
2004-01-05 17:00:00	0.8700		0.0300	121200.0000	0.4743
2004-01-05 18:00:00	0.9600		0.0200	117067.0000	0.4581
2004-01-05 19:00:00	0.9200		0.0000	114766.0000	0.4491
2004-01-05 20:00:00	1.5100		0.0000	114299.0000	0.4473
2004-01-05 21:00:00	1.2700		0.0000	113831.0000	0.4454
2004-01-05 22:00:00	1.3200		0.0000	113364.0000	0.4436
2004-01-05 23:00:00	1.4300		0.0000	112896.0000	0.4418
2004-01-06 00:00:00	0.8000		0.0000	112428.0000	0.4399
2004-01-06 01:00:00	0.5400		0.0000	112597.0000	0.4406
2004-01-06 02:00:00	0.2200		0.0000	115546.0000	0.4521
2004-01-06 03:00:00	0.0300		0.0000	118398.0000	0.4633
2004-01-06 04:00:00	0.0300		0.0000	120222.0000	0.4704
2004-01-06 05:00:00	0.0000		0.0000	121516.0000	0.4755
2004-01-06 06:00:00	0.1100		0.0000	119903.0000	0.4692
2004-01-06 07:00:00	0.0500		0.0200	117806.0000	0.4610
2004-01-06 08:00:00	0.0000		0.0400	115709.0000	0.4528
2004-01-06 09:00:00	0.1800		0.0600	113612.0000	0.4446
2004-01-06 10:00:00	0.4700		0.0700	111515.0000	0.4364
2004-01-06 11:00:00	0.1700		0.0800	109417.0000	0.4282
2004-01-06 12:00:00	0.2200		0.0800	107320.0000	0.4199
2004-01-06 13:00:00	0.5100		0.0800	105223.0000	0.4117
2004-01-06 14:00:00	0.4500		0.0800	103257.0000	0.4040
2004-01-06 15:00:00	0.2100		0.0700	101471.0000	0.3971
2004-01-06 16:00:00	0.2100		0.0600	99685.0000	0.3901
2004-01-06 17:00:00	0.2200		0.0400	97900.0000	0.3831
2004-01-06 18:00:00	0.1700		0.0200	96115.0000	0.3761
2004-01-06 19:00:00	0.1400		0.0000	94329.0000	0.3691
2004-01-06 20:00:00	0.0000		0.0000	92545.0000	0.3621
2004-01-06 21:00:00	0.0000		0.0000	90882.0000	0.3556
2004-01-06 22:00:00	0.0000		0.0000	89310.0000	0.3495
2004-01-06 23:00:00	0.0000		0.0000	87737.0000	0.3433
2004-01-07 00:00:00	0.0000		0.0000	86164.0000	0.3372
2004-01-07 01:00:00	0.0000		0.0000	84591.0000	0.3310
2004-01-07 02:00:00	0.0100		0.0000	82791.0000	0.3240
2004-01-07 03:00:00	0.0000		0.0000	80697.0000	0.3158
2004-01-07 04:00:00	0.0000		0.0000	78887.0000	0.3087
2004-01-07 05:00:00	0.0000		0.0000	77604.0000	0.3037
2004-01-07 06:00:00	0.0000		0.0000	76332.0000	0.2987
2004-01-07 07:00:00	0.0400		0.0200	75060.0000	0.2937
2004-01-07 08:00:00	0.0000		0.0400	73760.0000	0.2886
2004-01-07 09:00:00	0.0000		0.0600	72367.0000	0.2832
2004-01-07 10:00:00	0.0000		0.0700	70975.0000	0.2777
2004-01-07 11:00:00	0.0000		0.0800	69960.0000	0.2738
2004-01-07 12:00:00	0.0000		0.0800	69151.0000	0.2706
2004-01-07 13:00:00	0.0000		0.0800	68342.0000	0.2674
2004-01-07 14:00:00	0.0000		0.0800	67512.0000	0.2642
2004-01-07 15:00:00	0.0000		0.0700	66591.0000	0.2606
2004-01-07 16:00:00	0.0000		0.0600	65660.0000	0.2569
2004-01-07 17:00:00	0.0000		0.0400	64729.0000	0.2533
2004-01-07 18:00:00	0.0000		0.0200	63798.0000	0.2496
2004-01-07 19:00:00	0.0000		0.0000	62910.0000	0.2462
2004-01-07 20:00:00	0.0000		0.0000	62126.0000	0.2431
2004-01-07 21:00:00	0.0000		0.0000	61347.0000	0.2401
2004-01-07 22:00:00	0.0000		0.0000	60568.0000	0.2370
2004-01-07 23:00:00	0.0000		0.0000	59788.0000	0.2340
2004-01-08 00:00:00	0.0400		0.0000	59009.0000	0.2309
2004-01-08 01:00:00	0.0000		0.0000	58230.0000	0.2279
2004-01-08 02:00:00	0.0000		0.0000	57451.0000	0.2248
2004-01-08 03:00:00	0.0000		0.0000	56671.0000	0.2218
2004-01-08 04:00:00	0.0000		0.0000	55892.0000	0.2187
2004-01-08 05:00:00	0.0000		0.0000	55113.0000	0.2157
2004-01-08 06:00:00	0.0000		0.0000	54334.0000	0.2126
2004-01-08 07:00:00	0.0000		0.0200	53555.0000	0.2096
2004-01-08 08:00:00	0.0000		0.0300	52920.0000	0.2071
2004-01-08 09:00:00	0.0000		0.0400	52483.0000	0.2054
2004-01-08 10:00:00	0.0000		0.0500	52048.0000	0.2037
2004-01-08 11:00:00	0.0000		0.0600	51614.0000	0.2020
2004-01-08 12:00:00	0.0000		0.0600	51178.0000	0.2003
2004-01-08 13:00:00	0.0000		0.0600	50743.0000	0.1986
2004-01-08 14:00:00	0.0000		0.0600	50308.0000	0.1969
2004-01-08 15:00:00	0.0000		0.0500	49873.0000	0.1952
2004-01-08 16:00:00	0.0000		0.0400	49438.0000	0.1935
2004-01-08 17:00:00	0.0000		0.0300	49002.0000	0.1917
2004-01-08 18:00:00	0.0000		0.0200	48568.0000	0.1900
2004-01-08 19:00:00	0.0000		0.0000	48133.0000	0.1883
2004-01-08 20:00:00	0.0000		0.0000	47697.0000	0.1866
2004-01-08 21:00:00	0.0000		0.0000	47262.0000	0.1849
2004-01-08 22:00:00	0.0000		0.0000	46827.0000	0.1832
2004-01-08 23:00:00	0.0000		0.0000	46392.0000	0.1815
2004-01-09 00:00:00	0.0000		0.0000	45957.0000	0.1798
2004-01-09 01:00:00	0.0000		0.0000	45522.0000	0.1781
2004-01-09 02:00:00	0.0000		0.0000	45087.0000	0.1764
2004-01-09 03:00:00	0.0000		0.0000	44651.0000	0.1747
2004-01-09 04:00:00	0.0000		0.0000	44216.0000	0.1730
2004-01-09 05:00:00	0.0000		0.0000	43781.0000	0.1713
2004-01-09 06:00:00	0.0100		0.0000	43337.0000	0.1696
2004-01-09 07:00:00	0.0600		0.0200	42888.0000	0.1678
2004-01-09 08:00:00	0.0000		0.0300	42450.0000	0.1661
2004-01-09 09:00:00	0.0000		0.0400	42126.0000	0.1648
2004-01-09 10:00:00	0.0900		0.0500	41827.0000	0.1637
2004-01-09 11:00:00	0.1100		0.0600	41528.0000	0.1625
2004-01-09 12:00:00	0.0000		0.0600	41229.0000	0.1613
2004-01-09 13:00:00	0.0000		0.0600	40930.0000	0.1602
2004-01-09 14:00:00	0.0000		0.0600	40707.0000	0.1593
2004-01-09 15:00:00	0.0000		0.0500	40542.0000	0.1586
2004-01-09 16:00:00	0.0000		0.0400	40377.0000	0.1580
2004-01-09 17:00:00	0.0000		0.0300	40213.0000	0.1574
2004-01-09 18:00:00	0.0000		0.0200	40048.0000	0.1567
2004-01-09 19:00:00	0.0000		0.0000	39883.0000	0.1561
2004-01-09 20:00:00	0.0000		0.0000	39719.0000	0.1554
2004-01-09 21:00:00	0.0000		0.0000	39554.0000	0.1548
2004-01-09 22:00:00	0.0000		0.0000	39389.0000	0.1541
2004-01-09 23:00:00	0.0000		0.0000	39225.0000	0.1535
2004-01-10 00:00:00	0.0000		0.0000	39060.0000	0.1528
2004-01-10 01:00:00	0.0300		0.0000	38896.0000	0.1522
2004-01-10 02:00:00	0.0000		0.0000	38731.0000	0.1516
2004-01-10 03:00:00	0.0000		0.0000	38566.0000	0.1509
2004-01-10 04:00:00	0.0000		0.0000	38402.0000	0.1503
2004-01-10 05:00:00	0.0000		0.0000	38237.0000	0.1496
2004-01-10 06:00:00	0.0000		0.0000	38072.0000	0.1490
2004-01-10 07:00:00	0.0000		0.0200	37908.0000	0.1483
2004-01-10 08:00:00	0.0000		0.0300	37743.0000	0.1477
2004-01-10 09:00:00	0.0000		0.0400	37578.0000	0.1470
2004-01-10 10:00:00	0.0000		0.0500	37414.0000	0.1464
2004-01-10 11:00:00	0.0900		0.0600	37249.0000	0.1458
2004-01-10 12:00:00	0.0800		0.0600	37084.0000	0.1451
2004-01-10 13:00:00	0.0000		0.0600	36920.0000	0.1445
2004-01-10 14:00:00	0.0000		0.0600	36755.0000	0.1438
2004-01-10 15:00:00	0.0800		0.0500	36590.0000	0.1432
2004-01-10 16:00:00	0.0000		0.0400	36426.0000	0.1425
2004-01-10 17:00:00	0.0000		0.0300	36261.0000	0.1419
2004-01-10 18:00:00	0.0000		0.0200	36097.0000	0.1412
2004-01-10 19:00:00	0.0300		0.0000	35932.0000	0.1406
2004-01-10 20:00:00	0.0500		0.0000	35767.0000	0.1400
2004-01-10 21:00:00	0.4400		0.0000	35603.0000	0.1393
2004-01-10 22:00:00	1.0100		0.0000	35438.0000	0.1387
2004-01-10 23:00:00	1.5300		0.0000	35273.0000	0.1380
2004-01-11 00:00:00	1.6400		0.0000	35109.0000	0.1374
2004-01-11 01:00:00	1.8200		0.0000	34944.0000	0.1367
2004-01-11 02:00:00	2.6500		0.0000	34779.0000	0.1361
2004-01-11 03:00:00	1.8100		0.0000	34615.0000	0.1355
2004-01-11 04:00:00	1.0900		0.0000	34450.0000	0.1348
2004-01-11 05:00:00	1.5400		0.0000	34285.0000	0.1342
2004-01-11 06:00:00	0.7700		0.0000	34121.0000	0.1335
2004-01-11 07:00:00	0.3800		0.0200	33956.0000	0.1329
2004-01-11 08:00:00	1.5300		0.0400	33791.0000	0.1322
2004-01-11 09:00:00	1.0000		0.0500	33627.0000	0.1316
2004-01-11 10:00:00	1.0600		0.0600	33462.0000	0.1309
2004-01-11 11:00:00	0.8200		0.0700	33298.0000	0.1303
2004-01-11 12:00:00	1.6700		0.0700	33133.0000	0.1297
2004-01-11 13:00:00	0.6900		0.0700	32968.0000	0.1290
2004-01-11 14:00:00	0.4000		0.0700	32804.0000	0.1284
2004-01-11 15:00:00	0.0900		0.0600	32639.0000	0.1277
2004-01-11 16:00:00	0.1800		0.0500	32474.0000	0.1271
2004-01-11 17:00:00	0.0100		0.0400	32310.0000	0.1264
2004-01-11 18:00:00	0.1800		0.0200	32178.0000	0.1259
2004-01-11 19:00:00	2.6100		0.0000	32106.0000	0.1256
2004-01-11 20:00:00	1.4600		0.0000	32035.0000	0.1254
2004-01-11 21:00:00	1.2100		0.0000	31965.0000	0.1251
2004-01-11 22:00:00	0.5400		0.0000	31894.0000	0.1248
2004-01-11 23:00:00	0.4500		0.0000	31823.0000	0.1245
2004-01-12 00:00:00	0.2600		0.0000	31753.0000	0.1243
2004-01-12 01:00:00	0.0000		0.0000	31682.0000	0.1240
2004-01-12 02:00:00	0.0800		0.0000	31611.0000	0.1237
2004-01-12 03:00:00	0.1600		0.0000	31541.0000	0.1234
2004-01-12 04:00:00	0.0000		0.0000	31470.0000	0.1231
2004-01-12 05:00:00	0.0200		0.0000	31399.0000	0.1229
2004-01-12 06:00:00	0.0700		0.0000	31329.0000	0.1226
2004-01-12 07:00:00	0.0300		0.0100	31259.0000	0.1223
2004-01-12 08:00:00	0.0000		0.0200	31188.0000	0.1220
2004-01-12 09:00:00	0.0300		0.0300	31117.0000	0.1218
2004-01-12 10:00:00	0.0000		0.0400	31047.0000	0.1215
2004-01-12 11:00:00	0.0000		0.0400	30976.0000	0.1212
2004-01-12 12:00:00	0.0000		0.0500	30905.0000	0.1209
2004-01-12 13:00:00	0.0000		0.0500	30834.0000	0.1207
2004-01-12 14:00:00	0.0300		0.0400	30764.0000	0.1204
2004-01-12 15:00:00	0.0000		0.0400	30694.0000	0.1201
2004-01-12 16:00:00	0.0000		0.0300	30622.0000	0.1198
2004-01-12 17:00:00	0.0000		0.0200	30552.0000	0.1196
2004-01-12 18:00:00	0.0000		0.0100	30482.0000	0.1193
2004-01-12 19:00:00	0.0000		0.0000	30411.0000	0.1190
2004-01-12 20:00:00	0.0000		0.0000	30340.0000	0.1187
2004-01-12 21:00:00	0.0000		0.0000	30270.0000	0.1184
2004-01-12 22:00:00	0.0000		0.0000	30199.0000	0.1182
2004-01-12 23:00:00	0.0000		0.0000	30128.0000	0.1179
2004-01-13 00:00:00	0.0000		0.0000	30058.0000	0.1176
2004-01-13 01:00:00	0.0000		0.0000	30018.0000	0.1175
2004-01-13 02:00:00	0.0000		0.0000	30072.0000	0.1177
2004-01-13 03:00:00	0.0000		0.0000	30133.0000	0.1179
2004-01-13 04:00:00	0.0000		0.0000	30193.0000	0.1181
2004-01-13 05:00:00	0.0000		0.0000	30254.0000	0.1184
2004-01-13 06:00:00	0.0000		0.0000	30314.0000	0.1186
2004-01-13 07:00:00	0.0000		0.0100	30375.0000	0.1189
2004-01-13 08:00:00	0.0000		0.0200	30436.0000	0.1191
2004-01-13 09:00:00	0.0300		0.0300	30497.0000	0.1193
2004-01-13 10:00:00	0.0000		0.0400	30557.0000	0.1196
2004-01-13 11:00:00	0.0000		0.0400	30618.0000	0.1198
2004-01-13 12:00:00	0.0000		0.0500	30679.0000	0.1200
2004-01-13 13:00:00	0.0000		0.0500	30739.0000	0.1203
2004-01-13 14:00:00	0.0000		0.0400	30800.0000	0.1205
2004-01-13 15:00:00	0.0000		0.0400	30861.0000	0.1208
2004-01-13 16:00:00	0.0000		0.0300	31051.0000	0.1215
2004-01-13 17:00:00	0.0000		0.0200	31467.0000	0.1231
2004-01-13 18:00:00	0.0000		0.0100	31887.0000	0.1248
2004-01-13 19:00:00	0.0000		0.0000	32306.0000	0.1264
2004-01-13 20:00:00	0.0000		0.0000	32726.0000	0.1281
2004-01-13 21:00:00	0.0000		0.0000	33146.0000	0.1297
2004-01-13 22:00:00	0.0000		0.0000	33566.0000	0.1313
2004-01-13 23:00:00	0.0000		0.0000	33986.0000	0.1330
2004-01-14 00:00:00	0.0000		0.0000	34405.0000	0.1346
2004-01-14 01:00:00	0.4800		0.0000	34828.0000	0.1363
2004-01-14 02:00:00	1.6400		0.0000	35772.0000	0.1400
2004-01-14 03:00:00	1.5400		0.0000	37095.0000	0.1452
2004-01-14 04:00:00	1.7900		0.0000	38418.0000	0.1503
2004-01-14 05:00:00	1.2000		0.0000	39742.0000	0.1555
2004-01-14 06:00:00	2.7200		0.0000	41249.0000	0.1614
2004-01-14 07:00:00	3.6200		0.0200	43292.0000	0.1694
2004-01-14 08:00:00	3.3000		0.0300	45968.0000	0.1799
2004-01-14 09:00:00	3.0000		0.0400	49326.0000	0.1930
2004-01-14 10:00:00	3.5700		0.0500	52813.0000	0.2067
2004-01-14 11:00:00	2.5800		0.0600	58136.0000	0.2275
2004-01-14 12:00:00	1.4700		0.0600	64058.0000	0.2507
2004-01-14 13:00:00	2.2400		0.0600	70489.0000	0.2758
2004-01-14 14:00:00	4.4900		0.0600	78161.0000	0.3058
2004-01-14 15:00:00	2.1400		0.0500	90671.0000	0.3548
2004-01-14 16:00:00	0.7600		0.0400	110763.0000	0.4334
2004-01-14 17:00:00	0.5300		0.0300	109318.0000	0.4278
2004-01-14 18:00:00	0.1500		0.0200	143468.0000	0.5614
2004-01-14 19:00:00	0.0200		0.0000	125817.0000	0.4923
2004-01-14 20:00:00	0.0000		0.0000	122433.0000	0.4791
2004-01-14 21:00:00	0.0200		0.0000	110963.0000	0.4342
2004-01-14 22:00:00	0.0000		0.0000	97466.0000	0.3814
2004-01-14 23:00:00	0.0000		0.0000	93949.0000	0.3676
2004-01-15 00:00:00	0.0500		0.0000	90433.0000	0.3539
2004-01-15 01:00:00	0.0000		0.0000	86916.0000	0.3401
2004-01-15 02:00:00	0.0000		0.0000	83399.0000	0.3263
2004-01-15 03:00:00	0.0500		0.0000	79882.0000	0.3126
2004-01-15 04:00:00	0.0000		0.0000	76366.0000	0.2988
2004-01-15 05:00:00	0.0000		0.0000	72850.0000	0.2851
2004-01-15 06:00:00	0.0600		0.0000	69333.0000	0.2713
2004-01-15 07:00:00	0.0000		0.0200	65816.0000	0.2575
2004-01-15 08:00:00	0.0000		0.0300	62300.0000	0.2438
2004-01-15 09:00:00	0.0000		0.0400	58943.0000	0.2306
2004-01-15 10:00:00	0.0000		0.0500	56428.0000	0.2208
2004-01-15 11:00:00	0.0000		0.0600	54036.0000	0.2114
2004-01-15 12:00:00	0.0000		0.0600	52304.0000	0.2047
2004-01-15 13:00:00	0.0000		0.0600	51278.0000	0.2007
2004-01-15 14:00:00	0.0000		0.0600	50252.0000	0.1966
2004-01-15 15:00:00	0.1800		0.0500	49226.0000	0.1926
2004-01-15 16:00:00	0.1400		0.0400	48539.0000	0.1899
2004-01-15 17:00:00	0.4600		0.0300	48159.0000	0.1884
2004-01-15 18:00:00	0.2600		0.0200	47443.0000	0.1856
2004-01-15 19:00:00	0.8300		0.0000	46929.0000	0.1836
2004-01-15 20:00:00	1.0000		0.0000	46414.0000	0.1816
2004-01-15 21:00:00	0.6400		0.0000	45900.0000	0.1796
2004-01-15 22:00:00	1.3600		0.0000	45386.0000	0.1776
2004-01-15 23:00:00	0.7100		0.0000	44871.0000	0.1756
2004-01-16 00:00:00	0.6000		0.0000	44357.0000	0.1736
2004-01-16 01:00:00	0.9600		0.0000	43843.0000	0.1716
2004-01-16 02:00:00	5.4800		0.0000	43702.0000	0.1710
2004-01-16 03:00:00	1.3000		0.0000	44068.0000	0.1724
2004-01-16 04:00:00	0.0600		0.0000	43666.0000	0.1709
2004-01-16 05:00:00	0.0000		0.0000	43174.0000	0.1689
2004-01-16 06:00:00	0.0000		0.0000	42681.0000	0.1670
2004-01-16 07:00:00	0.0000		0.0200	42189.0000	0.1651
2004-01-16 08:00:00	0.0000		0.0300	41696.0000	0.1632
2004-01-16 09:00:00	0.0000		0.0400	41203.0000	0.1612
2004-01-16 10:00:00	0.1100		0.0500	40711.0000	0.1593
2004-01-16 11:00:00	0.1900		0.0600	40218.0000	0.1574
2004-01-16 12:00:00	0.0800		0.0600	39726.0000	0.1554
2004-01-16 13:00:00	0.0500		0.0600	39233.0000	0.1535
2004-01-16 14:00:00	0.1200		0.0600	38740.0000	0.1516
2004-01-16 15:00:00	0.1700		0.0500	38248.0000	0.1497
2004-01-16 16:00:00	0.0700		0.0400	37755.0000	0.1477
2004-01-16 17:00:00	0.0700		0.0300	37263.0000	0.1458
2004-01-16 18:00:00	0.0500		0.0200	36770.0000	0.1439
2004-01-16 19:00:00	0.0300		0.0000	36278.0000	0.1420
2004-01-16 20:00:00	0.0000		0.0000	35785.0000	0.1400
2004-01-16 21:00:00	0.0200		0.0000	35292.0000	0.1381
2004-01-16 22:00:00	0.6900		0.0000	34834.0000	0.1363
2004-01-16 23:00:00	0.0900		0.0000	34577.0000	0.1353
2004-01-17 00:00:00	0.2200		0.0000	34354.0000	0.1344
2004-01-17 01:00:00	0.0700		0.0000	34131.0000	0.1336
2004-01-17 02:00:00	0.0300		0.0000	33908.0000	0.1327
2004-01-17 03:00:00	0.0500		0.0000	33685.0000	0.1318
2004-01-17 04:00:00	0.0000		0.0000	33462.0000	0.1309
2004-01-17 05:00:00	0.0000		0.0000	33239.0000	0.1301
2004-01-17 06:00:00	0.0000		0.0000	33016.0000	0.1292
2004-01-17 07:00:00	0.0000		0.0200	32793.0000	0.1283
2004-01-17 08:00:00	0.0000		0.0400	32564.0000	0.1274
2004-01-17 09:00:00	0.0800		0.0500	32331.0000	0.1265
2004-01-17 10:00:00	0.0900		0.0600	32099.0000	0.1256
2004-01-17 11:00:00	0.0000		0.0700	31866.0000	0.1247
2004-01-17 12:00:00	0.0000		0.0700	31633.0000	0.1238
2004-01-17 13:00:00	0.0000		0.0700	31400.0000	0.1229
2004-01-17 14:00:00	0.0000		0.0700	31167.0000	0.1220
2004-01-17 15:00:00	0.0000		0.0600	30934.0000	0.1210
2004-01-17 16:00:00	0.0000		0.0500	30702.0000	0.1201
2004-01-17 17:00:00	0.0000		0.0400	30469.0000	0.1192
2004-01-17 18:00:00	0.0000		0.0200	30236.0000	0.1183
2004-01-17 19:00:00	0.5800		0.0000	30118.0000	0.1179
2004-01-17 20:00:00	1.2500		0.0000	30157.0000	0.1180
2004-01-17 21:00:00	0.6400		0.0000	30179.0000	0.1181
2004-01-17 22:00:00	0.0000		0.0000	30052.0000	0.1176
2004-01-17 23:00:00	0.0000		0.0000	29891.0000	0.1170
2004-01-18 00:00:00	0.0000		0.0000	29730.0000	0.1163
2004-01-18 01:00:00	0.0000		0.0000	29569.0000	0.1157
